PM2.5 (µg/m³),PM10 (µg/m³),NH3 (µg/m³),Benzene (µg/m³),AT (°C),RH (%),AQI
0.6455873907217152,0.49130657120940935,0.4272885732010123,0.0010615711252653928,0.35762584522915103,0.8294625139825226,0.44807121661721067
0.5158573160615149,0.4394783942725645,0.42193024283123964,0.5169851380042463,0.33633859253693965,0.8127992045498379,0.5667655786350149
0.6512028587837406,0.5611352595244182,0.4055490614150776,0.2600849256900213,0.3448534936138242,0.8166050221363154,0.5727002967359051
0.5439346563716418,0.49128100230120164,0.3833502641688767,0.1804670912951168,0.3686451289757075,0.8256566963960452,0.5727002967359051
0.5842639269989152,0.507057018665303,0.38243169324834425,0.18152866242038218,0.37490608564988737,0.8688578689993016,0.6379821958456973
0.3733648139876204,0.3285860393761186,0.4008031116589933,0.07006369426751594,0.35236664162284,0.9558773738144324,0.38872403560830865
0.41209878118818194,0.29184351828176935,0.39804739889739593,0.054140127388535034,0.4032056098171801,0.9524829959670336,0.34124629080118696
0.18288558483823622,0.1299923293275377,0.3988128746645063,0.535031847133758,0.4242424242424243,0.9321167288826413,0.2017804154302671
0.25052645013081487,0.1686525185374584,0.39820049405081803,0.023354564755838643,0.399198597545705,0.9648261881393926,0.16913946587537093
0.2648203688341522,0.19383789312196367,0.39682263767001935,0.032908704883227176,0.41697971450037563,0.9222421751447542,0.1572700296735905
0.3539659243188054,0.31411403733060594,0.36804074882666915,0.044585987261146494,0.39193588780365646,0.8894298559532332,0.24035608308605344
0.3058515729691787,0.2844541038097673,0.32946077016430614,0.027600849256900213,0.3859253693964438,0.7880099602703503,0.2997032640949555
0.3817880160806585,0.32781897212989003,0.34706671280784485,0.046709129511677286,0.34835962935136494,0.7933586768783726,0.3056379821958457
0.31778444260098265,0.2558680644336486,0.39222978306735706,0.04140127388535032,0.3283245679939895,0.8083762273547427,0.427299703264095
0.4373045753302278,0.3434671439529532,0.3911581169934025,0.02866242038216561,0.2744803405960431,0.8550746377401673,0.31157270029673595
0.48548273881692294,0.4083354640756839,0.3884024042318052,0.037154989384288746,0.24993739043325822,0.8785267028676494,0.41839762611275966
0.4681896496713675,0.36755305548453077,0.383962644782565,0.027600849256900213,0.24142248935637367,0.8444800644588926,0.427299703264095
0.531874162465701,0.45763231909997437,0.3548745656323707,0.04564755838641189,0.22289005760080144,0.912676201211176,0.45103857566765587
0.5455299597983536,0.4301968805931986,0.3138450645152545,0.029723991507431,0.25194089656899576,0.8373827289597862,0.4421364985163205
0.6785782655861144,0.6106110969061621,0.2872065078198134,0.09129511677282379,0.2980215376909592,0.8609376540220379,0.8100890207715133
0.687065279816221,0.6309383789312195,0.30282221346886506,0.04989384288747346,0.34835962935136494,0.848594461849679,0.4836795252225519
0.4713164443877225,0.37581181283559184,0.3120079226741896,0.08174097664543525,0.32306536438767847,0.9092818233637773,0.6231454005934718
0.43430540488800967,0.3691383277934032,0.3195095851918713,0.027600849256900213,0.3668920611069372,0.9303681099915572,0.3056379821958457
0.33188692489311467,0.3571465098440296,0.321040536726092,0.01804670912951168,0.36563986977210117,0.8514745400232294,0.38575667655786355
0.4173313764277966,0.3486320634108923,0.34415790489282544,0.023354564755838643,0.3330828950663662,0.7749467485546039,0.3768545994065282
0.48101588922213,0.42313986192789566,0.385952881777052,0.01804670912951168,0.28349611820686205,0.8478744423062914,0.5133531157270029
0.49524599578839895,0.4930452569675275,0.37722645803199367,0.025477707006369428,0.29526671675432004,0.8620691133045042,0.5964391691394658
0.38536149575649287,0.3597034006647916,0.41840905430253195,0.9373673036093418,0.34284998747808665,0.708396370758635,0.4332344213649852
0.3623891264118435,0.38747123497826635,0.44657856253219386,0.022292993630573247,0.35036313548710246,0.7160080059315898,0.40059347181008903
0.29998085635887944,0.35594477115827156,0.4473440382993042,0.01804670912951168,0.3979464062108691,0.6910130417825628,0.32047477744807124
0.5834981813540935,0.5268473536180005,0.4467316576856159,0.032908704883227176,0.34760831455046337,0.849520201262606,0.629080118694362
0.44898219641375786,0.4352339555100997,0.45224308320881057,0.024416135881104035,0.39118457300275483,0.8450972240675105,0.4807121661721068
0.5428498500414778,0.5083610329838916,0.4217771476778176,0.029723991507431,0.3769095917856249,0.8251423967221969,0.4985163204747775
0.4581711441516176,0.41109690616210687,0.38610597693047405,0.009554140127388535,0.40345604808414726,0.8450972240675105,0.5252225519287833
0.2830068278986663,0.255510099718742,0.38625907208389615,0.008492569002123142,0.36488855497119965,0.8874755171926098,0.2878338278931751
0.24082700529640738,0.23260035796471487,0.3851874060099416,0.009554140127388535,0.3473578762834961,0.8338854911776178,0.2255192878338279
0.42377640227171204,0.4409613909486065,0.3815131223278118,0.01804670912951168,0.3353368394690709,0.8363541296120897,0.2789317507418398
0.37764022717120793,0.3529020710815648,0.3430862388188709,0.02653927813163482,0.38292011019283745,0.7600320580130033,0.4302670623145401
0.37636398442983854,0.3181027870109946,0.29822935886620283,0.013800424628450107,0.4462809917355372,0.7272197388214825,0.4035608308605342
0.3590070831472146,0.2803630784965482,0.2806234162226641,0.009554140127388535,0.4229902329075883,0.7958273153128445,0.31454005934718104
0.26067257992470166,0.22991562260291484,0.2798579404555538,0.006369426751592357,0.4022038567493113,0.7638378755994808,0.17507418397626112
0.349435262586944,0.3168243416006136,0.2688350894091643,0.006369426751592357,0.41647883796644125,0.6515148268310141,0.3531157270029674
0.3840852530151234,0.3595244183073383,0.24969819523140488,0.00743099787685775,0.41372401702980216,0.6121194718142351,0.25816023738872407
0.532703720247591,0.42730759396573764,0.24234962786714528,0.0148619957537155,0.4132231404958678,0.6587150222648902,0.4421364985163205
0.7188437240763194,0.5328304781385834,0.22214106761543134,0.03503184713375797,0.4224893563736539,0.7167280254749774,0.6053412462908012
0.4715078807989279,0.456583993863462,0.24066558117950249,0.03503184713375797,0.440771349862259,0.7294826573864149,0.46290801186943625
0.26367175036691975,0.3380209665047302,0.2699067554831188,0.025477707006369428,0.4625594790884047,0.6838128463486868,0.34421364985163205
0.2411460659817497,0.29800562515980566,0.2697536603296968,0.00743099787685775,0.4883546205860256,0.6045078366412804,0.3471810089020772
0.3575394039946398,0.3255944771158271,0.2602617608175281,0.01910828025477707,0.49436513899323814,0.5929875239470787,0.3264094955489614
0.481143513496267,0.39764766044489896,0.2971576927922483,0.024416135881104035,0.5113949411470073,0.6043021167717411,0.39465875370919884
0.31057367111224554,0.26491945793914595,0.3444640951996696,0.006369426751592357,0.4838467317806161,0.6033763773588141,0.21958456973293772
0.3916788973262715,0.3459473280490923,0.31905029973160504,0.0148619957537155,0.4815927873779114,0.6071821949452915,0.26112759643916916
0.33405653755344267,0.2721554589619023,0.26056795112437225,0.00743099787685775,0.5041322314049587,0.6059478757280555,0.39762611275964393
